"word","already_lexically_mapped","confidence","library","target","score","overlap_terms","wordnet_synonym_tokens","wordnet_gloss_sample","source_file"
"scent","no","wordnet-gloss-synonym-candidate","setup-classifier","Pet Services","5.0","dog animal","olfactory property smell aroma odor odour scent fragrance perfume nose wind odorize odourise","any property detected by the olfactory system   / an odor left in passing by which a person or animal can be traced  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"scented","no","wordnet-gloss-synonym-candidate","overpass-osm-tag","laundry/dry-cleaning shops","5.0","laundry clean","odoriferous odorous perfumed scented sweet smelling","having a natural fragrance; ""odoriferous spices""; ""the odorous air of the orchard""; ""the perfumed air of June""; ""scented flowers""   / filled or impregnated with perfume; ""perfumed boudoir""; ""perfumed stationery""; ""scented soap""  ","market-validation-api/src/domain/market-research/fetchers/overpass.ts"
"schedule","no","wordnet-gloss-synonym-candidate","setup-classifier","Event Planning","7.5","event events concert","agenda docket schedule","a temporally organized plan for matters to be attended to   / an ordered list of times at which things are planned to occur  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"schematic","no","wordnet-gloss-synonym-candidate","setup-classifier","Engineering Firm","5.0","mechanical electrical","schematic drawing conventional formal","diagram of an electrical or mechanical system   / represented in simplified or symbolic form  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"schizanthus","no","wordnet-gloss-synonym-candidate","setup-classifier","Nursery / Greenhouse","5.0","plant flower","butterfly flower poor man orchid schizanthus","any plant of the genus Schizanthus having finely divided leaves and showy variegated flowers  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"schmaltz","no","wordnet-gloss-synonym-candidate","setup-classifier","Retail Store","5.0","art music","schmaltz shmaltz schmalz","(Yiddish) excessive sentimentality in art or music  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"schmalz","no","wordnet-gloss-synonym-candidate","setup-classifier","Retail Store","5.0","art music","schmaltz shmaltz schmalz","(Yiddish) excessive sentimentality in art or music  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"schnecken","no","wordnet-gloss-synonym-candidate","setup-classifier","Bakery","5.0","muffin baked","honey bun sticky caramel schnecken","rolled dough spread with sugar and nuts then sliced and baked in muffin tins with honey or sugar and butter in the bottom  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"schnorkel","no","wordnet-gloss-synonym-candidate","setup-classifier","Hotel / Motel / Inn","5.0","extended stay","snorkel schnorkel schnorchel breather","air passage provided by a retractable device containing intake and exhaust pipes; permits a submarine to stay submerged for extended periods of time  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"scholarship","no","wordnet-gloss-synonym-candidate","setup-classifier","Tutoring Center","5.0","academic learning","eruditeness erudition learnedness learning scholarship encyclopedism encyclopaedism","profound scholarly knowledge   / financial aid provided to a student on the basis of academic merit  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"scholarship","no","wordnet-gloss-synonym-candidate","setup-classifier","Consulting / Professional Services","5.0","learning knowledge","eruditeness erudition learnedness learning scholarship encyclopedism encyclopaedism","profound scholarly knowledge   / financial aid provided to a student on the basis of academic merit  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"school","yes","wordnet-gloss-synonym-candidate","market-regex-children_focus_pattern","CHILDREN_FOCUS_PATTERN","7.5","children day school","school schoolhouse schooling shoal schooltime day educate train cultivate civilize civilise","a building where young people receive education; ""the school was built in 1932""; ""he walked to school every morning""   / the process of being formally educated at a school; ""what will you do when you finish school?""  ","market-validation-api/src/domain/market-research/scoring.ts"
"school","yes","wordnet-gloss-synonym-candidate","market-regex-housing_construction_relevant_pattern","HOUSING_CONSTRUCTION_RELEVANT_PATTERN","6.0","home building painting","school schoolhouse schooling shoal schooltime day educate train cultivate civilize civilise","a building where young people receive education; ""the school was built in 1932""; ""he walked to school every morning""   / the process of being formally educated at a school; ""what will you do when you finish school?""  ","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
"school","yes","wordnet-gloss-synonym-candidate","market-regex-licensed_trade_pattern","LICENSED_TRADE_PATTERN","5.0","day private","school schoolhouse schooling shoal schooltime day educate train cultivate civilize civilise","a building where young people receive education; ""the school was built in 1932""; ""he walked to school every morning""   / the process of being formally educated at a school; ""what will you do when you finish school?""  ","market-validation-api/src/domain/market-research/scoring.ts"
"school","yes","wordnet-gloss-synonym-candidate","setup-classifier","Childcare Center / Daycare","5.0","after school","school schoolhouse schooling shoal schooltime day educate train cultivate civilize civilise","a building where young people receive education; ""the school was built in 1932""; ""he walked to school every morning""   / the process of being formally educated at a school; ""what will you do when you finish school?""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"school","yes","wordnet-gloss-synonym-candidate","setup-classifier","Private School","5.0","private school","school schoolhouse schooling shoal schooltime day educate train cultivate civilize civilise","a building where young people receive education; ""the school was built in 1932""; ""he walked to school every morning""   / the process of being formally educated at a school; ""what will you do when you finish school?""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"schoolchild","no","wordnet-gloss-synonym-candidate","market-regex-children_focus_pattern","CHILDREN_FOCUS_PATTERN","5.0","child school","schoolchild school age child pupil","a young person attending school (up through senior high school)  ","market-validation-api/src/domain/market-research/scoring.ts"
"schoolchild","no","wordnet-gloss-synonym-candidate","setup-classifier","Childcare Center / Daycare","5.0","child school","schoolchild school age child pupil","a young person attending school (up through senior high school)  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"schoolcraft","no","wordnet-gloss-synonym-candidate","registry-reserved-word","government","5.0","united states","schoolcraft henry rowe","United States geologist and ethnologist and explorer who discovered the source of the Mississippi River (1793-1864)  ","registry-api/src/reservedWords.ts"
"schooling","no","wordnet-gloss-synonym-candidate","setup-classifier","Consulting / Professional Services","5.0","process teaching","schooling school","the act of teaching at school   / the training of an animal (especially the training of a horse for dressage)  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"schooling","no","wordnet-gloss-synonym-candidate","setup-classifier","Pet Services","5.0","animal training","schooling school","the act of teaching at school   / the training of an animal (especially the training of a horse for dressage)  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"schoolroom","no","wordnet-gloss-synonym-candidate","setup-classifier","Driving School","5.0","school lessons","classroom schoolroom","a room in a school where lessons take place  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"schooltime","no","wordnet-gloss-synonym-candidate","market-regex-children_focus_pattern","CHILDREN_FOCUS_PATTERN","5.0","day school","schooldays schooltime school day","the time of life when you are going to school   / the period of instruction in a school; the time period when school is in session; ""stay after school""; ""he didn't miss a single day of school""; ""when the school day was done we would walk home together""  ","market-validation-api/src/domain/market-research/scoring.ts"
"schooltime","no","wordnet-gloss-synonym-candidate","setup-classifier","Childcare Center / Daycare","5.0","after school","schooldays schooltime school day","the time of life when you are going to school   / the period of instruction in a school; the time period when school is in session; ""stay after school""; ""he didn't miss a single day of school""; ""when the school day was done we would walk home together""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"scintillant","no","wordnet-gloss-synonym-candidate","market-regex-inherently_seasonal_business_pattern","INHERENTLY_SEASONAL_BUSINESS_PATTERN","7.5","christmas costume water","aglitter coruscant fulgid glinting glistering glittering glittery scintillant scintillating sparkly","having brief brilliant points or flashes of light; ""bugle beads all aglitter""; ""glinting eyes""; ""glinting water""; ""his glittering eyes were cold and malevolent""; ""shop window full of glittering Christmas trees""; ""glittery costume jewelry""; ""scintillant mica""; ""the scintillating stars""; ""a dress with sparkly sequins""; ""`glistering' is an archaic term""  ","market-validation-api/src/domain/market-research/scoring.ts"
