added_to_code,phrase,decision,library,target,source,reason
no,tareekh e kasas,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,taret organ,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,target acquisition system,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,target area,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,target cell,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,target company,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,target language,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,target organ,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,target practice,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,target program,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,target range,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,taricha granulosa,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,taricha torosa,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tarnished plant bug,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,taro plant,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,taro root,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tarot card,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tarpon atlanticus,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tarquin the proud,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tarquinius superbus,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tarrietia argyrodendron,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tarsal bone,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tarsal gland,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tarsius glis,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tarsius syrichta,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tart up,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tartar emetic,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tartar sauce,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tartar steak,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tartare sauce,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tartarian honeysuckle,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tartaric acid,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tarzan of the apes,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,task force,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tasman dwarf pine,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tasman sea,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tasmanian devil,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tasmanian tiger,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tasmanian wolf,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tassel flower,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tassel hyacinth,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,taste bud,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,taste cell,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,taste perception,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,taste property,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,taste sensation,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,taste tester,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tattletale gray,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tattletale grey,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tau coefficient of correlation,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tau cross,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tau minus particle,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tau plus particle,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,taurotragus derbianus,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,taurotragus oryx,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,taurus the bull,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tautoga onitis,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tautogolabrus adspersus,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tavern keeper,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tawny eagle,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tawny owl,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tax advantage,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tax assessment,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tax assessor,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tax avoidance,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tax base,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tax benefit,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tax bill,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tax boost,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tax bracket,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,tax break,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
